file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,id,det_prob,high_freq,low_freq,class,class_prob,_source_csv,label,score
00003_myotis_alcathoe_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00003_myotis_alcathoe_0_1.0.wav,00003_myotis_alcathoe_0_1.0.wav:0.543-0.549,0.5435,0.5486,present,Myotis mystacinus,0.607,57,0.607,118123,41796,Myotis mystacinus,0.367,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00003_myotis_alcathoe_0_1.0.wav.csv,present,0.607
00003_myotis_alcathoe_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00003_myotis_alcathoe_0_1.0.wav,00003_myotis_alcathoe_0_1.0.wav:0.603-0.608,0.6025,0.608,present,Myotis mystacinus,0.648,60,0.648,119369,41796,Myotis mystacinus,0.386,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00003_myotis_alcathoe_0_1.0.wav.csv,present,0.648
00003_myotis_alcathoe_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00003_myotis_alcathoe_0_1.0.wav,00003_myotis_alcathoe_0_1.0.wav:0.662-0.668,0.6625,0.6677,present,Myotis mystacinus,0.559,64,0.559,116030,40078,Myotis mystacinus,0.34,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00003_myotis_alcathoe_0_1.0.wav.csv,present,0.559
00003_myotis_alcathoe_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00003_myotis_alcathoe_0_1.0.wav,00003_myotis_alcathoe_0_1.0.wav:0.716-0.721,0.7155,0.7206,present,Myotis mystacinus,0.562,68,0.562,111759,40937,Myotis mystacinus,0.331,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00003_myotis_alcathoe_0_1.0.wav.csv,present,0.562
00003_myotis_alcathoe_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00003_myotis_alcathoe_0_1.0.wav,00003_myotis_alcathoe_0_1.0.wav:0.902-0.907,0.9025,0.9067,present,Myotis mystacinus,0.545,87,0.545,102616,40937,Myotis mystacinus,0.32,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00003_myotis_alcathoe_0_1.0.wav.csv,present,0.545
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.002-0.012,0.0015,0.0117,present,Eptesicus serotinus,0.67,1,0.67,54276,24609,Eptesicus serotinus,0.616,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.67
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.151-0.165,0.1515,0.1646,present,Eptesicus serotinus,0.743,16,0.743,58455,25468,Eptesicus serotinus,0.701,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.743
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.307-0.321,0.3075,0.3212,present,Eptesicus serotinus,0.797,30,0.797,56865,24609,Eptesicus serotinus,0.716,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.797
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.436-0.450,0.4365,0.4502,present,Eptesicus serotinus,0.744,47,0.744,50633,25468,Eptesicus serotinus,0.676,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.744
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.595-0.609,0.5945,0.6087,present,Eptesicus serotinus,0.754,61,0.754,55635,24609,Eptesicus serotinus,0.692,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.754
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.759-0.773,0.7595,0.7732,present,Eptesicus serotinus,0.749,77,0.749,57090,25468,Eptesicus serotinus,0.683,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.749
00246_eptesicus_serotinus_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00246_eptesicus_serotinus_0_1.0.wav,00246_eptesicus_serotinus_0_1.0.wav:0.947-0.961,0.9465,0.9607,present,Eptesicus serotinus,0.801,92,0.801,53898,24609,Eptesicus serotinus,0.744,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00246_eptesicus_serotinus_0_1.0.wav.csv,present,0.801
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.037-0.042,0.0375,0.0416,present,Myotis mystacinus,0.614,4,0.614,85919,34921,Myotis mystacinus,0.283,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.614
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.065-0.070,0.0645,0.0696,present,Myotis mystacinus,0.633,5,0.633,97366,34921,Myotis mystacinus,0.321,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.633
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.119-0.124,0.1195,0.124,present,Myotis mystacinus,0.614,9,0.614,92759,35781,Myotis mystacinus,0.309,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.614
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.148-0.153,0.1485,0.153,present,Myotis mystacinus,0.561,13,0.561,89270,35781,Myotis mystacinus,0.205,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.561
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.204-0.209,0.2045,0.2094,present,Myotis mystacinus,0.559,23,0.559,96791,36640,Myotis mystacinus,0.333,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.559
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.321-0.326,0.3205,0.3258,present,Myotis mystacinus,0.591,41,0.591,95582,34062,Myotis mystacinus,0.274,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.591
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.376-0.380,0.3755,0.3797,present,Myotis mystacinus,0.583,46,0.583,95544,35781,Myotis mystacinus,0.309,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.583
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.406-0.411,0.4065,0.4113,present,Myotis mystacinus,0.58,51,0.58,92379,34062,Myotis mystacinus,0.241,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.58
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.465-0.469,0.4645,0.469,present,Myotis mystacinus,0.627,56,0.627,93751,34921,Myotis mystacinus,0.274,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.627
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.535-0.540,0.5355,0.54,present,Myotis mystacinus,0.567,60,0.567,91032,36640,Myotis mystacinus,0.263,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.567
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.569-0.573,0.5685,0.5733,present,Myotis mystacinus,0.604,64,0.604,95498,34062,Myotis mystacinus,0.271,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.604
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.629-0.634,0.6295,0.6339,present,Myotis mystacinus,0.514,68,0.514,97742,34921,Myotis mystacinus,0.262,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.514
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.666-0.671,0.6665,0.6713,present,Myotis mystacinus,0.633,72,0.633,96079,34062,Myotis mystacinus,0.319,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.633
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.725-0.730,0.7245,0.7297,present,Myotis mystacinus,0.599,78,0.599,96886,35781,Myotis mystacinus,0.261,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.599
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.791-0.796,0.7915,0.7959,present,Myotis mystacinus,0.583,81,0.583,89669,35781,Myotis mystacinus,0.261,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.583
00033_myotis_bechsteinii_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00033_myotis_bechsteinii_0_1.0.wav,00033_myotis_bechsteinii_0_1.0.wav:0.832-0.835,0.8315,0.8354,present,Myotis mystacinus,0.526,85,0.526,86470,36640,Myotis mystacinus,0.251,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00033_myotis_bechsteinii_0_1.0.wav.csv,present,0.526
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.104-0.108,0.1045,0.1077,present,Myotis nattereri,0.622,16,0.622,53230,27187,Myotis nattereri,0.458,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.622
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.210-0.214,0.2105,0.2136,present,Myotis nattereri,0.67,29,0.67,58897,25468,Myotis nattereri,0.589,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.67
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.318-0.321,0.3175,0.3212,present,Myotis nattereri,0.707,37,0.707,58601,27187,Myotis nattereri,0.595,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.707
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.373-0.376,0.3735,0.3764,present,Myotis nattereri,0.578,41,0.578,57248,28046,Myotis nattereri,0.496,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.578
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.465-0.468,0.4645,0.4682,present,Myotis nattereri,0.719,51,0.719,58666,27187,Myotis nattereri,0.535,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.719
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.561-0.565,0.5615,0.5649,present,Myotis nattereri,0.71,58,0.71,59141,25468,Myotis nattereri,0.624,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.71
00220_nyctalus_noctula_0_1.0.wav,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00220_nyctalus_noctula_0_1.0.wav,00220_nyctalus_noctula_0_1.0.wav:0.667-0.672,0.6675,0.6716,present,Myotis nattereri,0.733,70,0.733,60702,25468,Myotis nattereri,0.627,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00220_nyctalus_noctula_0_1.0.wav.csv,present,0.733
