file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,start_time,end_time,high_freq,low_freq,_source_csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.027,0.1035,0.1427,82074,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.044,0.1235,0.1529,110483,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.061,0.1315,0.1725,82793,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,present,Eptesicus serotinus,0.719,0.1325,0.1447,39448,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis brandtii,0.039,0.1365,0.143,41311,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Eptesicus serotinus,0.045,0.1425,0.1504,37935,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus pygmaeus,0.03,0.1575,0.1637,61696,55546,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.029,0.1585,0.1891,111374,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.03,0.1925,0.2227,111315,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.03,0.1925,0.2296,82220,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.026,0.2035,0.2348,111569,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus nathusii,0.036,0.2115,0.2264,40750,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.039,0.2295,0.266,82183,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.039,0.2305,0.264,111471,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.036,0.2535,0.285,111226,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Eptesicus serotinus,0.03,0.2795,0.2872,41353,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.027,0.2875,0.3196,111827,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.027,0.2935,0.3283,81438,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.026,0.3065,0.3358,111367,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.027,0.3265,0.3585,111621,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.027,0.3315,0.3685,82015,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Nyctalus leisleri,0.026,0.3525,0.3635,25990,21171,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.03,0.3825,0.4157,112043,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Nyctalus leisleri,0.029,0.3915,0.4026,28279,22890,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.028,0.3925,0.4235,111663,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.035,0.3955,0.4353,82470,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.033,0.4225,0.4521,111258,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis daubentonii,0.04,0.4545,0.4617,47754,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,present,Eptesicus serotinus,0.756,0.4575,0.4677,42203,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis brandtii,0.041,0.4635,0.4707,40132,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Eptesicus serotinus,0.074,0.4655,0.4721,36045,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.03,0.4725,0.5108,82170,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus pygmaeus,0.168,0.4755,0.4825,57106,52968,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.036,0.4795,0.5121,111521,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis nattereri,0.026,0.4925,0.4989,72113,11718,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Plecotus austriacus,0.036,0.4935,0.5001,35289,24609,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis daubentonii,0.035,0.4935,0.4997,41569,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.034,0.5155,0.5541,82721,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.027,0.5195,0.5505,111308,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.032,0.5525,0.583,111416,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus pygmaeus,0.299,0.5525,0.5612,56162,52109,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.032,0.5585,0.5908,111623,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.034,0.5655,0.597,111596,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Barbastellus barbastellus,0.028,0.5665,0.5748,43066,38359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Nyctalus leisleri,0.034,0.5755,0.5925,23540,20312,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.03,0.5845,0.6145,111186,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.028,0.5875,0.6209,81156,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus pipistrellus,0.043,0.6295,0.6369,48493,40937,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.029,0.6325,0.6669,112221,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,present,Eptesicus serotinus,0.76,0.6345,0.645,44454,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus nathusii,0.048,0.6355,0.64,48831,38359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus pipistrellus,0.033,0.6385,0.6447,61730,52109,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Eptesicus serotinus,0.052,0.6425,0.6494,37323,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.027,0.6665,0.6973,111501,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.03,0.6805,0.7197,82270,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Nyctalus noctula,0.033,0.6895,0.7036,19120,14296,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.026,0.7145,0.7464,111864,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.026,0.7145,0.7521,81843,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.026,0.7235,0.759,81430,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Eptesicus serotinus,0.029,0.7255,0.7373,35661,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.034,0.7475,0.7838,81832,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.026,0.7515,0.7829,111425,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.027,0.7765,0.8112,81119,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.033,0.7845,0.8232,82374,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.031,0.8005,0.8307,111278,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis daubentonii,0.029,0.8055,0.8127,40116,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus nathusii,0.033,0.8055,0.8159,41158,37500,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Nyctalus noctula,0.027,0.8075,0.8213,20751,15156,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.032,0.8105,0.8436,111465,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.031,0.8245,0.8609,81587,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.028,0.8315,0.8635,111475,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,present,Eptesicus serotinus,0.736,0.8505,0.8598,45553,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Myotis brandtii,0.058,0.8515,0.8555,47233,37500,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus hipposideros,0.026,0.8555,0.8895,112378,93359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Pipistrellus pipistrellus,0.026,0.8705,0.8781,55808,46093,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
00235_eptesicus_serotinus_0_1.0.wav.csv,,00235_eptesicus_serotinus_0_1.0.wav.csv:nan-nan,,,absent,Rhinolophus ferrumequinum,0.025,0.8905,0.928,81445,68437,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00235_eptesicus_serotinus_0_1.0.wav.csv
