file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,processed_at,segment_idx,embedding_file,audio_file,utm_x,utm_y,station_name,Elevation,habitat_type,location_situation
CCMNP-S-R10_20250504_070002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070002.wav,CCMNP-S-R10_20250504_070002:40.000-50.000,40.0,50.0,present,1,0.6274903416633606,CCMNP-S-R10,20250504_070002,2025-08-15T15:21:29,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070002.wav,,,,,,
CCMNP-S-R10_20250504_070202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070202.wav,CCMNP-S-R10_20250504_070202:20.000-30.000,20.0,30.0,present,1,0.7478976249694824,CCMNP-S-R10,20250504_070202,2025-08-15T15:21:29,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070202.wav,,,,,,
CCMNP-S-R10_20250504_070802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070802.wav,CCMNP-S-R10_20250504_070802:20.000-30.000,20.0,30.0,present,1,0.6498338580131531,CCMNP-S-R10,20250504_070802,2025-08-15T15:21:36,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070802.wav,,,,,,
CCMNP-S-R10_20250504_070802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070802.wav,CCMNP-S-R10_20250504_070802:50.000-58.000,50.0,58.0,present,1,0.8965950608253479,CCMNP-S-R10,20250504_070802,2025-08-15T15:21:36,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070802.wav,,,,,,
CCMNP-S-R10_20250504_070902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070902.wav,CCMNP-S-R10_20250504_070902:50.000-58.000,50.0,58.0,present,1,0.7595825791358948,CCMNP-S-R10,20250504_070902,2025-08-15T15:21:36,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070902.wav,,,,,,
CCMNP-S-R10_20250504_071002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071002.wav,CCMNP-S-R10_20250504_071002:0.000-10.000,0.0,10.0,present,1,0.8210210800170898,CCMNP-S-R10,20250504_071002,2025-08-15T15:21:36,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071002.wav,,,,,,
CCMNP-S-R10_20250504_071002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071002.wav,CCMNP-S-R10_20250504_071002:30.000-40.000,30.0,40.0,present,1,0.8053999543190002,CCMNP-S-R10,20250504_071002,2025-08-15T15:21:36,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071002.wav,,,,,,
CCMNP-S-R10_20250504_071102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071102.wav,CCMNP-S-R10_20250504_071102:10.000-20.000,10.0,20.0,present,1,0.7330266237258911,CCMNP-S-R10,20250504_071102,2025-08-15T15:21:37,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071102.wav,,,,,,
CCMNP-S-R10_20250504_071302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071302.wav,CCMNP-S-R10_20250504_071302:50.000-58.000,50.0,58.0,present,1,0.910079061985016,CCMNP-S-R10,20250504_071302,2025-08-15T15:21:43,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071302.wav,,,,,,
CCMNP-S-R10_20250504_071402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071402.wav,CCMNP-S-R10_20250504_071402:20.000-30.000,20.0,30.0,present,1,0.689925491809845,CCMNP-S-R10,20250504_071402,2025-08-15T15:21:56,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071402.wav,,,,,,
CCMNP-S-R10_20250504_071402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071402.wav,CCMNP-S-R10_20250504_071402:50.000-58.000,50.0,58.0,present,1,0.6882210373878479,CCMNP-S-R10,20250504_071402,2025-08-15T15:21:56,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071402.wav,,,,,,
CCMNP-S-R10_20250504_071502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071502.wav,CCMNP-S-R10_20250504_071502:50.000-58.000,50.0,58.0,present,1,0.837078332901001,CCMNP-S-R10,20250504_071502,2025-08-15T15:21:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071502.wav,,,,,,
CCMNP-S-R10_20250504_072502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_072502.wav,CCMNP-S-R10_20250504_072502:50.000-58.000,50.0,58.0,present,1,0.6297271847724915,CCMNP-S-R10,20250504_072502,2025-08-15T15:23:59,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_072502.wav,,,,,,
CCMNP-S-R10_20250504_074002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074002.wav,CCMNP-S-R10_20250504_074002:50.000-58.000,50.0,58.0,present,1,0.6297186613082886,CCMNP-S-R10,20250504_074002,2025-08-15T15:24:44,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_074002.wav,,,,,,
CCMNP-S-R10_20250504_074502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074502.wav,CCMNP-S-R10_20250504_074502:0.000-10.000,0.0,10.0,present,1,0.8680989146232605,CCMNP-S-R10,20250504_074502,2025-08-15T15:25:48,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_074502.wav,,,,,,
CCMNP-S-R10_20250504_074902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074902.wav,CCMNP-S-R10_20250504_074902:50.000-58.000,50.0,58.0,present,1,0.852462112903595,CCMNP-S-R10,20250504_074902,2025-08-15T15:25:54,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_074902.wav,,,,,,
CCMNP-S-R10_20250504_075802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_075802.wav,CCMNP-S-R10_20250504_075802:50.000-58.000,50.0,58.0,present,1,0.6826468706130981,CCMNP-S-R10,20250504_075802,2025-08-15T16:01:56,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_075802.wav,,,,,,
CCMNP-S-R10_20250504_080402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080402.wav,CCMNP-S-R10_20250504_080402:30.000-40.000,30.0,40.0,present,1,0.6514565348625183,CCMNP-S-R10,20250504_080402,2025-08-15T16:01:57,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_080402.wav,,,,,,
CCMNP-S-R10_20250504_080702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080702.wav,CCMNP-S-R10_20250504_080702:0.000-10.000,0.0,10.0,present,1,0.689154326915741,CCMNP-S-R10,20250504_080702,2025-08-15T16:02:46,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_080702.wav,,,,,,
CCMNP-S-R10_20250504_080702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080702.wav,CCMNP-S-R10_20250504_080702:50.000-58.000,50.0,58.0,present,1,0.824194610118866,CCMNP-S-R10,20250504_080702,2025-08-15T16:02:46,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_080702.wav,,,,,,
CCMNP-S-R10_20250504_081702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_081702.wav,CCMNP-S-R10_20250504_081702:10.000-20.000,10.0,20.0,present,1,0.7634387612342834,CCMNP-S-R10,20250504_081702,2025-08-15T16:02:55,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_081702.wav,,,,,,
CCMNP-S-R10_20250504_081902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_081902.wav,CCMNP-S-R10_20250504_081902:0.000-10.000,0.0,10.0,present,1,0.7153702974319458,CCMNP-S-R10,20250504_081902,2025-08-15T16:02:56,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_081902.wav,,,,,,
CCMNP-S-R10_20250504_082002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082002.wav,CCMNP-S-R10_20250504_082002:50.000-58.000,50.0,58.0,present,1,0.8538972735404968,CCMNP-S-R10,20250504_082002,2025-08-15T16:03:00,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082002.wav,,,,,,
CCMNP-S-R10_20250504_082102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102:30.000-40.000,30.0,40.0,present,1,0.6758899688720703,CCMNP-S-R10,20250504_082102,2025-08-15T16:03:02,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082102.wav,,,,,,
CCMNP-S-R10_20250504_082102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102:40.000-50.000,40.0,50.0,present,1,0.7841718792915344,CCMNP-S-R10,20250504_082102,2025-08-15T16:03:02,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082102.wav,,,,,,
CCMNP-S-R10_20250504_082102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102:50.000-58.000,50.0,58.0,present,1,0.8977014422416687,CCMNP-S-R10,20250504_082102,2025-08-15T16:03:02,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082102.wav,,,,,,
CCMNP-S-R10_20250504_082402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082402.wav,CCMNP-S-R10_20250504_082402:50.000-58.000,50.0,58.0,present,1,0.6891354322433472,CCMNP-S-R10,20250504_082402,2025-08-15T16:05:01,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082402.wav,,,,,,
CCMNP-S-R10_20250504_082502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082502.wav,CCMNP-S-R10_20250504_082502:0.000-10.000,0.0,10.0,present,1,0.8463706374168396,CCMNP-S-R10,20250504_082502,2025-08-15T16:05:02,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082502.wav,,,,,,
CCMNP-S-R10_20250504_083502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_083502.wav,CCMNP-S-R10_20250504_083502:50.000-58.000,50.0,58.0,present,1,0.640576958656311,CCMNP-S-R10,20250504_083502,2025-08-15T16:05:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_083502.wav,,,,,,
CCMNP-S-R10_20250504_084002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_084002.wav,CCMNP-S-R10_20250504_084002:30.000-40.000,30.0,40.0,present,1,0.6537452340126038,CCMNP-S-R10,20250504_084002,2025-08-15T16:05:54,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_084002.wav,,,,,,
CCMNP-S-R10_20250504_085002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_085002.wav,CCMNP-S-R10_20250504_085002:20.000-30.000,20.0,30.0,present,1,0.7938032746315002,CCMNP-S-R10,20250504_085002,2025-08-15T16:06:39,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_085002.wav,,,,,,
CCMNP-S-R10_20250504_085702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_085702.wav,CCMNP-S-R10_20250504_085702:50.000-58.000,50.0,58.0,present,1,0.8465549945831299,CCMNP-S-R10,20250504_085702,2025-08-15T16:06:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_085702.wav,,,,,,
CCMNP-S-R10_20250504_090102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090102.wav,CCMNP-S-R10_20250504_090102:50.000-58.000,50.0,58.0,present,1,0.9782330989837646,CCMNP-S-R10,20250504_090102,2025-08-15T16:07:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090102.wav,,,,,,
CCMNP-S-R10_20250504_090202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090202.wav,CCMNP-S-R10_20250504_090202:30.000-40.000,30.0,40.0,present,1,0.8965386152267456,CCMNP-S-R10,20250504_090202,2025-08-15T16:07:50,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090202.wav,,,,,,
CCMNP-S-R10_20250504_090202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090202.wav,CCMNP-S-R10_20250504_090202:50.000-58.000,50.0,58.0,present,1,0.9333808422088624,CCMNP-S-R10,20250504_090202,2025-08-15T16:07:50,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090202.wav,,,,,,
CCMNP-S-R10_20250504_090302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090302.wav,CCMNP-S-R10_20250504_090302:50.000-58.000,50.0,58.0,present,1,0.8023326992988586,CCMNP-S-R10,20250504_090302,2025-08-15T16:07:52,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090302.wav,,,,,,
CCMNP-S-R10_20250504_090402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090402.wav,CCMNP-S-R10_20250504_090402:30.000-40.000,30.0,40.0,present,1,0.6498072743415833,CCMNP-S-R10,20250504_090402,2025-08-15T16:07:53,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090402.wav,,,,,,
CCMNP-S-R10_20250504_090502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090502.wav,CCMNP-S-R10_20250504_090502:50.000-58.000,50.0,58.0,present,1,0.8718802332878113,CCMNP-S-R10,20250504_090502,2025-08-15T16:07:53,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090502.wav,,,,,,
CCMNP-S-R10_20250504_090602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090602.wav,CCMNP-S-R10_20250504_090602:0.000-10.000,0.0,10.0,present,1,0.912767767906189,CCMNP-S-R10,20250504_090602,2025-08-15T16:07:54,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090602.wav,,,,,,
CCMNP-S-R10_20250504_090602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090602.wav,CCMNP-S-R10_20250504_090602:50.000-58.000,50.0,58.0,present,1,0.9924464821815492,CCMNP-S-R10,20250504_090602,2025-08-15T16:07:54,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090602.wav,,,,,,
CCMNP-S-R10_20250504_090702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090702.wav,CCMNP-S-R10_20250504_090702:0.000-10.000,0.0,10.0,present,1,0.963285505771637,CCMNP-S-R10,20250504_090702,2025-08-15T16:07:55,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090702.wav,,,,,,
CCMNP-S-R10_20250504_090702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090702.wav,CCMNP-S-R10_20250504_090702:30.000-40.000,30.0,40.0,present,1,0.685683012008667,CCMNP-S-R10,20250504_090702,2025-08-15T16:07:55,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090702.wav,,,,,,
CCMNP-S-R10_20250504_090802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090802.wav,CCMNP-S-R10_20250504_090802:10.000-20.000,10.0,20.0,present,1,0.8916210532188416,CCMNP-S-R10,20250504_090802,2025-08-15T16:07:56,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090802.wav,,,,,,
CCMNP-S-R10_20250504_090802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090802.wav,CCMNP-S-R10_20250504_090802:20.000-30.000,20.0,30.0,present,1,0.8341726064682007,CCMNP-S-R10,20250504_090802,2025-08-15T16:07:56,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090802.wav,,,,,,
CCMNP-S-R10_20250504_090902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090902.wav,CCMNP-S-R10_20250504_090902:0.000-10.000,0.0,10.0,present,1,0.9876096248626708,CCMNP-S-R10,20250504_090902,2025-08-15T16:07:56,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090902.wav,,,,,,
CCMNP-S-R10_20250504_090902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090902.wav,CCMNP-S-R10_20250504_090902:50.000-58.000,50.0,58.0,present,1,0.997034192085266,CCMNP-S-R10,20250504_090902,2025-08-15T16:07:56,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090902.wav,,,,,,
CCMNP-S-R10_20250504_091002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091002.wav,CCMNP-S-R10_20250504_091002:0.000-10.000,0.0,10.0,present,1,0.9800024032592772,CCMNP-S-R10,20250504_091002,2025-08-15T16:07:57,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091002.wav,,,,,,
CCMNP-S-R10_20250504_091002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091002.wav,CCMNP-S-R10_20250504_091002:10.000-20.000,10.0,20.0,present,1,0.9675939679145812,CCMNP-S-R10,20250504_091002,2025-08-15T16:07:57,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091002.wav,,,,,,
CCMNP-S-R10_20250504_091002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091002.wav,CCMNP-S-R10_20250504_091002:50.000-58.000,50.0,58.0,present,1,0.928929090499878,CCMNP-S-R10,20250504_091002,2025-08-15T16:07:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091002.wav,,,,,,
CCMNP-S-R10_20250504_091102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091102.wav,CCMNP-S-R10_20250504_091102:0.000-10.000,0.0,10.0,present,1,0.9284217357635498,CCMNP-S-R10,20250504_091102,2025-08-15T16:07:57,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091102.wav,,,,,,
CCMNP-S-R10_20250504_091102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091102.wav,CCMNP-S-R10_20250504_091102:20.000-30.000,20.0,30.0,present,1,0.9223169088363647,CCMNP-S-R10,20250504_091102,2025-08-15T16:07:57,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091102.wav,,,,,,
CCMNP-S-R10_20250504_091102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091102.wav,CCMNP-S-R10_20250504_091102:30.000-40.000,30.0,40.0,present,1,0.9977166652679444,CCMNP-S-R10,20250504_091102,2025-08-15T16:07:57,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091102.wav,,,,,,
CCMNP-S-R10_20250504_091202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091202.wav,CCMNP-S-R10_20250504_091202:20.000-30.000,20.0,30.0,present,1,0.8835080862045288,CCMNP-S-R10,20250504_091202,2025-08-15T16:08:31,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091202.wav,,,,,,
CCMNP-S-R10_20250504_091302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091302.wav,CCMNP-S-R10_20250504_091302:0.000-10.000,0.0,10.0,present,1,0.6895098090171814,CCMNP-S-R10,20250504_091302,2025-08-15T16:08:33,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091302.wav,,,,,,
CCMNP-S-R10_20250504_091302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091302.wav,CCMNP-S-R10_20250504_091302:20.000-30.000,20.0,30.0,present,1,0.9224615693092346,CCMNP-S-R10,20250504_091302,2025-08-15T16:08:33,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091302.wav,,,,,,
CCMNP-S-R10_20250504_091302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_091302.wav,CCMNP-S-R10_20250504_091302:30.000-40.000,30.0,40.0,present,1,0.9919415712356568,CCMNP-S-R10,20250504_091302,2025-08-15T16:08:33,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_091302.wav,,,,,,
