source_file,start_s,end_s,label,score,class,class_prob,det_prob,high_freq,low_freq,path,te_factor
00007_barbastellus_barbastellus_0_1.0.wav,0.7215,0.7259,present,0.749,Barbastellus barbastellus,0.74,0.749,38927,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00007_barbastellus_barbastellus_0_1.0.wav,1.0
00007_barbastellus_barbastellus_0_1.0.wav,0.8235,0.8282,present,0.809,Barbastellus barbastellus,0.797,0.809,39154,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00007_barbastellus_barbastellus_0_1.0.wav,1.0
00007_barbastellus_barbastellus_0_1.0.wav,0.9215,0.9263,present,0.797,Barbastellus barbastellus,0.788,0.797,39077,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00007_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.2875,0.2931,present,0.594,Barbastellus barbastellus,0.579,0.594,39588,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.3795,0.3853,present,0.579,Barbastellus barbastellus,0.562,0.579,38782,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.4255,0.4315,present,0.545,Barbastellus barbastellus,0.513,0.545,48073,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.4755,0.4817,present,0.639,Barbastellus barbastellus,0.622,0.639,39902,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.5265,0.5317,present,0.591,Barbastellus barbastellus,0.576,0.591,45029,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.6755,0.6817,present,0.621,Barbastellus barbastellus,0.599,0.621,39715,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.7915,0.7976,present,0.693,Barbastellus barbastellus,0.673,0.693,40519,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.8945,0.9008,present,0.643,Barbastellus barbastellus,0.626,0.643,42697,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00008_barbastellus_barbastellus_0_1.0.wav,0.9465,0.9522,present,0.571,Barbastellus barbastellus,0.549,0.571,45742,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00008_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.0235,0.0286,present,0.65,Barbastellus barbastellus,0.641,0.65,39848,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.1305,0.1356,present,0.687,Barbastellus barbastellus,0.667,0.687,40118,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.2415,0.2463,present,0.773,Barbastellus barbastellus,0.759,0.773,39742,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.2915,0.2972,present,0.602,Barbastellus barbastellus,0.593,0.602,46936,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.3385,0.3429,present,0.826,Barbastellus barbastellus,0.8,0.826,44065,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.3835,0.3886,present,0.656,Barbastellus barbastellus,0.642,0.656,47500,37500,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.4935,0.4975,present,0.803,Barbastellus barbastellus,0.772,0.803,44763,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.5495,0.5544,present,0.731,Barbastellus barbastellus,0.702,0.731,46687,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.6315,0.635,present,0.814,Barbastellus barbastellus,0.773,0.814,46558,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.7835,0.7882,present,0.825,Barbastellus barbastellus,0.781,0.825,48314,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.8305,0.8352,present,0.662,Barbastellus barbastellus,0.632,0.662,50362,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.9485,0.9523,present,0.789,Barbastellus barbastellus,0.724,0.789,49803,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00009_barbastellus_barbastellus_0_1.0.wav,0.9935,0.9992,present,0.712,Barbastellus barbastellus,0.661,0.712,55275,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00009_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.0325,0.0377,present,0.799,Barbastellus barbastellus,0.784,0.799,41595,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.0815,0.0856,present,0.701,Barbastellus barbastellus,0.685,0.701,49369,39218,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.1305,0.1352,present,0.783,Barbastellus barbastellus,0.756,0.783,46200,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.1755,0.181,present,0.738,Barbastellus barbastellus,0.715,0.738,47262,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.2045,0.2097,present,0.731,Barbastellus barbastellus,0.696,0.731,40459,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.2225,0.2273,present,0.718,Barbastellus barbastellus,0.649,0.718,45134,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.2665,0.2722,present,0.542,Barbastellus barbastellus,0.527,0.542,49038,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.3205,0.3247,present,0.79,Barbastellus barbastellus,0.771,0.79,46335,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.3705,0.3759,present,0.673,Barbastellus barbastellus,0.658,0.673,47040,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.4305,0.4343,present,0.788,Barbastellus barbastellus,0.771,0.788,42907,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.4815,0.4857,present,0.796,Barbastellus barbastellus,0.774,0.796,47459,37500,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.5365,0.5406,present,0.813,Barbastellus barbastellus,0.795,0.813,42833,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.5915,0.5959,present,0.726,Barbastellus barbastellus,0.715,0.726,46136,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.6465,0.6502,present,0.751,Barbastellus barbastellus,0.736,0.751,39989,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.6985,0.7023,present,0.669,Barbastellus barbastellus,0.654,0.669,46821,38359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.7555,0.76,present,0.755,Barbastellus barbastellus,0.74,0.755,39330,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.8065,0.811,present,0.651,Barbastellus barbastellus,0.639,0.651,46987,38359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.8625,0.8676,present,0.779,Barbastellus barbastellus,0.761,0.779,39546,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.9165,0.9208,present,0.726,Barbastellus barbastellus,0.711,0.726,47314,38359,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00011_barbastellus_barbastellus_0_1.0.wav,0.9705,0.9748,present,0.751,Barbastellus barbastellus,0.737,0.751,39322,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00011_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.0045,0.0096,present,0.752,Barbastellus barbastellus,0.742,0.752,38982,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.0715,0.0767,present,0.673,Barbastellus barbastellus,0.66,0.673,45840,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.1285,0.1337,present,0.805,Barbastellus barbastellus,0.792,0.805,38896,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.2525,0.2578,present,0.773,Barbastellus barbastellus,0.753,0.773,39131,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.3835,0.3878,present,0.684,Barbastellus barbastellus,0.673,0.684,39668,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.6855,0.6898,present,0.777,Barbastellus barbastellus,0.751,0.777,39045,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00012_barbastellus_barbastellus_0_1.0.wav,0.8115,0.8164,present,0.746,Barbastellus barbastellus,0.738,0.746,39196,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00012_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.0355,0.0404,present,0.672,Barbastellus barbastellus,0.633,0.672,45137,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.1315,0.1362,present,0.795,Barbastellus barbastellus,0.753,0.795,45140,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.1875,0.1936,present,0.606,Barbastellus barbastellus,0.582,0.606,47278,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.3135,0.3184,present,0.813,Barbastellus barbastellus,0.785,0.813,43154,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.3665,0.3723,present,0.655,Barbastellus barbastellus,0.624,0.655,48118,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.5175,0.522,present,0.783,Barbastellus barbastellus,0.762,0.783,45033,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.6895,0.6937,present,0.768,Barbastellus barbastellus,0.751,0.768,42669,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.7495,0.7556,present,0.661,Barbastellus barbastellus,0.607,0.661,51583,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.8915,0.8956,present,0.759,Barbastellus barbastellus,0.743,0.759,43480,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00013_barbastellus_barbastellus_0_1.0.wav,0.9395,0.9451,present,0.727,Barbastellus barbastellus,0.687,0.727,52281,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00013_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.0245,0.03,present,0.579,Barbastellus barbastellus,0.556,0.579,46382,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.1315,0.1356,present,0.746,Barbastellus barbastellus,0.683,0.746,45148,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.2615,0.2667,present,0.741,Barbastellus barbastellus,0.715,0.741,43831,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.3285,0.3339,present,0.539,Barbastellus barbastellus,0.514,0.539,46905,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.4105,0.4153,present,0.742,Barbastellus barbastellus,0.71,0.742,44109,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.4635,0.4694,present,0.664,Barbastellus barbastellus,0.624,0.664,49844,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.5245,0.5299,present,0.75,Barbastellus barbastellus,0.72,0.75,43736,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.5775,0.5832,present,0.707,Barbastellus barbastellus,0.575,0.707,51292,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.6295,0.6336,present,0.741,Barbastellus barbastellus,0.712,0.741,46177,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.6805,0.6868,present,0.64,Barbastellus barbastellus,0.591,0.64,50996,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.7515,0.7571,present,0.763,Barbastellus barbastellus,0.713,0.763,46374,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.8235,0.8285,present,0.788,Barbastellus barbastellus,0.76,0.788,45781,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00014_barbastellus_barbastellus_0_1.0.wav,0.8775,0.8833,present,0.639,Barbastellus barbastellus,0.611,0.639,47920,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00014_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.0285,0.0335,present,0.668,Barbastellus barbastellus,0.659,0.668,39479,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.1325,0.1374,present,0.765,Barbastellus barbastellus,0.743,0.765,40381,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.2435,0.2484,present,0.719,Barbastellus barbastellus,0.687,0.719,44316,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.2955,0.3012,present,0.607,Barbastellus barbastellus,0.583,0.607,47721,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.3365,0.341,present,0.791,Barbastellus barbastellus,0.753,0.791,46273,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.4325,0.4356,present,0.758,Barbastellus barbastellus,0.719,0.758,46551,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.4825,0.4883,present,0.69,Barbastellus barbastellus,0.659,0.69,49655,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.5445,0.549,present,0.793,Barbastellus barbastellus,0.752,0.793,46195,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
00015_barbastellus_barbastellus_0_1.0.wav,0.6535,0.6573,present,0.734,Barbastellus barbastellus,0.69,0.734,47977,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00015_barbastellus_barbastellus_0_1.0.wav,1.0
